i	j	k	t	i2	j2	k2	t2	coeff
1	4	1	13	1	4	1	9	1000
1	4	1	13	1	4	1	8	1000
1	4	1	13	1	4	1	11	1000
1	4	1	13	1	4	1	10	1000
1	4	1	13	1	4	1	13	-1000
1	4	1	13	1	4	1	12	1000
1	4	1	13	1	4	1	15	1000
1	4	1	13	1	4	1	14	1000
1	4	1	13	1	4	1	17	1000
1	4	1	13	1	4	1	16	1000
1	4	1	13	1	4	1	19	1000
1	4	1	13	1	4	1	18	1000
1	4	1	13	2	4	1	3	1000
1	4	1	13	2	4	1	2	1000
1	4	1	13	2	4	1	1	1000
1	4	1	13	2	4	1	0	1000
1	4	1	13	2	4	1	7	1000
1	4	1	13	2	4	1	6	1000
1	4	1	13	2	4	1	5	1000
1	4	1	13	2	4	1	4	1000
1	4	1	13	2	4	1	11	1000
1	4	1	13	2	4	1	10	1000
1	4	1	13	2	4	1	9	1000
1	4	1	13	2	4	1	8	1000
1	4	1	13	2	4	1	15	1000
1	4	1	13	2	4	1	14	1000
1	4	1	13	2	4	1	13	1000
1	4	1	13	2	4	1	12	1000
1	4	1	13	2	4	1	19	1000
1	4	1	13	2	4	1	18	1000
1	4	1	13	2	4	1	17	1000
1	4	1	13	2	4	1	16	1000
1	4	1	13	3	4	1	4	1000
1	4	1	13	3	4	1	5	1000
1	4	1	13	3	4	1	6	1000
1	4	1	13	3	4	1	7	1000
1	4	1	13	3	4	1	0	1000
1	4	1	13	3	4	1	1	1000
1	4	1	13	3	4	1	2	1000
1	4	1	13	3	4	1	3	1000
1	4	1	13	3	4	1	12	1000
1	4	1	13	3	4	1	13	1000
1	4	1	13	3	4	1	14	1000
1	4	1	13	3	4	1	15	1000
1	4	1	13	3	4	1	8	1000
1	4	1	13	3	4	1	9	1000
1	4	1	13	3	4	1	10	1000
1	4	1	13	3	4	1	11	1000
1	4	1	12	3	4	1	16	1000
1	4	1	12	3	4	1	17	1000
1	4	1	12	3	4	1	18	1000
1	4	1	12	3	4	1	19	1000
1	4	1	12	1	4	1	1	1000
1	4	1	12	1	4	1	0	1000
1	4	1	12	1	4	1	3	1000
1	4	1	12	1	4	1	2	1000
1	4	1	12	1	4	1	5	1000
1	4	1	12	1	4	1	4	1000
1	4	1	12	1	4	1	7	1000
1	4	1	12	1	4	1	6	1000
1	4	1	12	1	4	1	9	1000
1	4	1	12	1	4	1	8	1000
1	4	1	12	1	4	1	11	1000
1	4	1	12	1	4	1	10	1000
1	4	1	12	1	4	1	13	1000
1	4	1	12	1	4	1	12	-1000
1	4	1	12	1	4	1	15	1000
1	4	1	12	1	4	1	14	1000
1	4	1	12	1	4	1	17	1000
1	4	1	12	1	4	1	16	1000
1	4	1	12	1	4	1	19	1000
1	4	1	12	1	4	1	18	1000
1	4	1	12	2	4	1	3	1000
1	4	1	12	2	4	1	2	1000
1	4	1	12	2	4	1	1	1000
1	4	1	12	2	4	1	0	1000
1	4	1	12	2	4	1	7	1000
1	4	1	12	2	4	1	6	1000
1	4	1	12	2	4	1	5	1000
1	4	1	12	2	4	1	4	1000
1	4	1	12	2	4	1	11	1000
1	4	1	12	2	4	1	10	1000
1	4	1	12	2	4	1	9	1000
1	4	1	12	2	4	1	8	1000
1	4	1	12	2	4	1	15	1000
1	4	1	12	2	4	1	14	1000
1	4	1	12	2	4	1	13	1000
1	4	1	12	2	4	1	12	1000
1	4	1	12	2	4	1	19	1000
1	4	1	12	2	4	1	18	1000
1	4	1	12	2	4	1	17	1000
1	4	1	12	2	4	1	16	1000
1	4	1	12	3	4	1	4	1000
1	4	1	12	3	4	1	5	1000
1	4	1	12	3	4	1	6	1000
1	4	1	12	3	4	1	7	1000
1	4	1	12	3	4	1	0	1000
1	4	1	12	3	4	1	1	1000
1	4	1	12	3	4	1	2	1000
1	4	1	12	3	4	1	3	1000
1	4	1	12	3	4	1	12	1000
1	4	1	12	3	4	1	13	1000
1	4	1	12	3	4	1	14	1000
1	4	1	12	3	4	1	15	1000
1	4	1	12	3	4	1	8	1000
1	4	1	12	3	4	1	9	1000
1	4	1	12	3	4	1	10	1000
1	4	1	12	3	4	1	11	1000
1	4	1	15	3	4	1	16	1000
1	4	1	15	3	4	1	17	1000
1	4	1	15	3	4	1	18	1000
1	4	1	15	3	4	1	19	1000
1	4	1	15	1	4	1	1	1000
1	4	1	15	1	4	1	0	1000
1	4	1	15	1	4	1	3	1000
1	4	1	15	1	4	1	2	1000
1	4	1	15	1	4	1	5	1000
1	4	1	15	1	4	1	4	1000
1	4	1	15	1	4	1	7	1000
1	4	1	15	1	4	1	6	1000
1	4	1	15	1	4	1	9	1000
1	4	1	15	1	4	1	8	1000
1	4	1	15	1	4	1	11	1000
1	4	1	15	1	4	1	10	1000
1	4	1	15	1	4	1	13	1000
1	4	1	15	1	4	1	12	1000
1	4	1	15	1	4	1	15	-1000
1	4	1	15	1	4	1	14	1000
1	4	1	15	1	4	1	17	1000
1	4	1	15	1	4	1	16	1000
1	4	1	15	1	4	1	19	1000
1	4	1	15	1	4	1	18	1000
1	4	1	15	2	4	1	3	1000
1	4	1	15	2	4	1	2	1000
1	4	1	15	2	4	1	1	1000
1	4	1	15	2	4	1	0	1000
1	4	1	15	2	4	1	7	1000
1	4	1	15	2	4	1	6	1000
1	4	1	15	2	4	1	5	1000
1	4	1	15	2	4	1	4	1000
1	4	1	15	2	4	1	11	1000
1	4	1	15	2	4	1	10	1000
1	4	1	15	2	4	1	9	1000
1	4	1	15	2	4	1	8	1000
1	4	1	15	2	4	1	15	1000
1	4	1	15	2	4	1	14	1000
1	4	1	15	2	4	1	13	1000
1	4	1	15	2	4	1	12	1000
1	4	1	15	2	4	1	19	1000
1	4	1	15	2	4	1	18	1000
1	4	1	15	2	4	1	17	1000
1	4	1	15	2	4	1	16	1000
1	4	1	15	3	4	1	4	1000
1	4	1	15	3	4	1	5	1000
1	4	1	15	3	4	1	6	1000
1	4	1	15	3	4	1	7	1000
1	4	1	15	3	4	1	0	1000
1	4	1	15	3	4	1	1	1000
1	4	1	15	3	4	1	2	1000
1	4	1	15	3	4	1	3	1000
1	4	1	15	3	4	1	12	1000
1	4	1	15	3	4	1	13	1000
1	4	1	15	3	4	1	14	1000
1	4	1	15	3	4	1	15	1000
1	4	1	15	3	4	1	8	1000
1	4	1	15	3	4	1	9	1000
1	4	1	15	3	4	1	10	1000
1	4	1	15	3	4	1	11	1000
1	4	1	14	3	4	1	16	1000
1	4	1	14	3	4	1	17	1000
1	4	1	14	3	4	1	18	1000
1	4	1	14	3	4	1	19	1000
1	4	1	14	1	4	1	1	1000
1	4	1	14	1	4	1	0	1000
1	4	1	14	1	4	1	3	1000
1	4	1	14	1	4	1	2	1000
1	4	1	14	1	4	1	5	1000
1	4	1	14	1	4	1	4	1000
1	4	1	14	1	4	1	7	1000
1	4	1	14	1	4	1	6	1000
1	4	1	14	1	4	1	9	1000
1	4	1	14	1	4	1	8	1000
1	4	1	14	1	4	1	11	1000
1	4	1	14	1	4	1	10	1000
1	4	1	14	1	4	1	13	1000
1	4	1	14	1	4	1	12	1000
1	4	1	14	1	4	1	15	1000
1	4	1	14	1	4	1	14	-1000
1	4	1	14	1	4	1	17	1000
1	4	1	14	1	4	1	16	1000
1	4	1	14	1	4	1	19	1000
1	4	1	14	1	4	1	18	1000
1	4	1	14	2	4	1	3	1000
1	4	1	14	2	4	1	2	1000
1	4	1	14	2	4	1	1	1000
1	4	1	14	2	4	1	0	1000
1	4	1	14	2	4	1	7	1000
1	4	1	14	2	4	1	6	1000
1	4	1	14	2	4	1	5	1000
1	4	1	14	2	4	1	4	1000
1	4	1	14	2	4	1	11	1000
1	4	1	14	2	4	1	10	1000
1	4	1	14	2	4	1	9	1000
1	4	1	14	2	4	1	8	1000
1	4	1	14	2	4	1	15	1000
1	4	1	14	2	4	1	14	1000
1	4	1	14	2	4	1	13	1000
1	4	1	14	2	4	1	12	1000
1	4	1	14	2	4	1	19	1000
1	4	1	14	2	4	1	18	1000
1	4	1	14	2	4	1	17	1000
1	4	1	14	2	4	1	16	1000
1	4	1	14	3	4	1	4	1000
1	4	1	14	3	4	1	5	1000
1	4	1	14	3	4	1	6	1000
1	4	1	14	3	4	1	7	1000
1	4	1	14	3	4	1	0	1000
1	4	1	14	3	4	1	1	1000
1	4	1	14	3	4	1	2	1000
1	4	1	14	3	4	1	3	1000
1	4	1	14	3	4	1	12	1000
1	4	1	14	3	4	1	13	1000
1	4	1	14	3	4	1	14	1000
1	4	1	14	3	4	1	15	1000
1	4	1	14	3	4	1	8	1000
1	4	1	14	3	4	1	9	1000
1	4	1	14	3	4	1	10	1000
1	4	1	14	3	4	1	11	1000
1	4	1	17	3	4	1	16	1000
1	4	1	17	3	4	1	17	1000
1	4	1	17	3	4	1	18	1000
1	4	1	17	3	4	1	19	1000
1	4	1	17	1	4	1	1	1000
1	4	1	17	1	4	1	0	1000
1	4	1	17	1	4	1	3	1000
1	4	1	17	1	4	1	2	1000
1	4	1	17	1	4	1	5	1000
1	4	1	17	1	4	1	4	1000
1	4	1	17	1	4	1	7	1000
1	4	1	17	1	4	1	6	1000
1	4	1	17	1	4	1	9	1000
1	4	1	17	1	4	1	8	1000
1	4	1	17	1	4	1	11	1000
1	4	1	17	1	4	1	10	1000
1	4	1	17	1	4	1	13	1000
1	4	1	17	1	4	1	12	1000
1	4	1	17	1	4	1	15	1000
1	4	1	17	1	4	1	14	1000
1	4	1	17	1	4	1	17	-1000
1	4	1	17	1	4	1	16	1000
1	4	1	17	1	4	1	19	1000
1	4	1	17	1	4	1	18	1000
1	4	1	17	2	4	1	3	1000
1	4	1	17	2	4	1	2	1000
1	4	1	17	2	4	1	1	1000
1	4	1	17	2	4	1	0	1000
1	4	1	17	2	4	1	7	1000
1	4	1	17	2	4	1	6	1000
1	4	1	17	2	4	1	5	1000
1	4	1	17	2	4	1	4	1000
1	4	1	17	2	4	1	11	1000
1	4	1	17	2	4	1	10	1000
1	4	1	17	2	4	1	9	1000
1	4	1	17	2	4	1	8	1000
1	4	1	17	2	4	1	15	1000
1	4	1	17	2	4	1	14	1000
1	4	1	17	2	4	1	13	1000
1	4	1	17	2	4	1	12	1000
1	4	1	17	2	4	1	19	1000
1	4	1	17	2	4	1	18	1000
1	4	1	17	2	4	1	17	1000
1	4	1	17	2	4	1	16	1000
1	4	1	17	3	4	1	4	1000
1	4	1	17	3	4	1	5	1000
1	4	1	17	3	4	1	6	1000
1	4	1	17	3	4	1	7	1000
1	4	1	17	3	4	1	0	1000
1	4	1	17	3	4	1	1	1000
1	4	1	17	3	4	1	2	1000
1	4	1	17	3	4	1	3	1000
1	4	1	17	3	4	1	12	1000
1	4	1	17	3	4	1	13	1000
1	4	1	17	3	4	1	14	1000
1	4	1	17	3	4	1	15	1000
1	4	1	17	3	4	1	8	1000
1	4	1	17	3	4	1	9	1000
1	4	1	17	3	4	1	10	1000
1	4	1	17	3	4	1	11	1000
1	4	1	16	3	4	1	16	1000
1	4	1	16	3	4	1	17	1000
1	4	1	16	3	4	1	18	1000
1	4	1	16	3	4	1	19	1000
1	4	1	16	1	4	1	1	1000
1	4	1	16	1	4	1	0	1000
1	4	1	16	1	4	1	3	1000
1	4	1	16	1	4	1	2	1000
1	4	1	16	1	4	1	5	1000
1	4	1	16	1	4	1	4	1000
1	4	1	16	1	4	1	7	1000
1	4	1	16	1	4	1	6	1000
1	4	1	16	1	4	1	9	1000
1	4	1	16	1	4	1	8	1000
1	4	1	16	1	4	1	11	1000
1	4	1	16	1	4	1	10	1000
1	4	1	16	1	4	1	13	1000
1	4	1	16	1	4	1	12	1000
1	4	1	16	1	4	1	15	1000
1	4	1	16	1	4	1	14	1000
1	4	1	16	1	4	1	17	1000
1	4	1	16	1	4	1	16	-1000
1	4	1	16	1	4	1	19	1000
1	4	1	16	1	4	1	18	1000
1	4	1	16	2	4	1	3	1000
1	4	1	16	2	4	1	2	1000
1	4	1	16	2	4	1	1	1000
1	4	1	16	2	4	1	0	1000
1	4	1	16	2	4	1	7	1000
1	4	1	16	2	4	1	6	1000
1	4	1	16	2	4	1	5	1000
1	4	1	16	2	4	1	4	1000
1	4	1	16	2	4	1	11	1000
1	4	1	16	2	4	1	10	1000
1	4	1	16	2	4	1	9	1000
1	4	1	16	2	4	1	8	1000
1	4	1	16	2	4	1	15	1000
1	4	1	16	2	4	1	14	1000
1	4	1	16	2	4	1	13	1000
1	4	1	16	2	4	1	12	1000
1	4	1	16	2	4	1	19	1000
1	4	1	16	2	4	1	18	1000
1	4	1	16	2	4	1	17	1000
1	4	1	16	2	4	1	16	1000
1	4	1	16	3	4	1	4	1000
1	4	1	16	3	4	1	5	1000
1	4	1	16	3	4	1	6	1000
1	4	1	16	3	4	1	7	1000
1	4	1	16	3	4	1	0	1000
1	4	1	16	3	4	1	1	1000
1	4	1	16	3	4	1	2	1000
1	4	1	16	3	4	1	3	1000
1	4	1	16	3	4	1	12	1000
1	4	1	16	3	4	1	13	1000
1	4	1	16	3	4	1	14	1000
1	4	1	16	3	4	1	15	1000
1	4	1	16	3	4	1	8	1000
1	4	1	16	3	4	1	9	1000
1	4	1	16	3	4	1	10	1000
1	4	1	16	3	4	1	11	1000
1	4	1	19	3	4	1	16	1000
1	4	1	19	3	4	1	17	1000
1	4	1	19	3	4	1	18	1000
1	4	1	19	3	4	1	19	1000
1	4	1	19	1	4	1	1	1000
1	4	1	19	1	4	1	0	1000
1	4	1	19	1	4	1	3	1000
1	4	1	19	1	4	1	2	1000
1	4	1	19	1	4	1	5	1000
1	4	1	19	1	4	1	4	1000
1	4	1	19	1	4	1	7	1000
1	4	1	19	1	4	1	6	1000
1	4	1	19	1	4	1	9	1000
1	4	1	19	1	4	1	8	1000
1	4	1	19	1	4	1	11	1000
1	4	1	19	1	4	1	10	1000
1	4	1	19	1	4	1	13	1000
1	4	1	19	1	4	1	12	1000
1	4	1	19	1	4	1	15	1000
1	4	1	19	1	4	1	14	1000
1	4	1	19	1	4	1	17	1000
1	4	1	19	1	4	1	16	1000
1	4	1	19	1	4	1	19	-1000
1	4	1	19	1	4	1	18	1000
1	4	1	19	2	4	1	3	1000
1	4	1	19	2	4	1	2	1000
1	4	1	19	2	4	1	1	1000
1	4	1	19	2	4	1	0	1000
1	4	1	19	2	4	1	7	1000
1	4	1	19	2	4	1	6	1000
1	4	1	19	2	4	1	5	1000
1	4	1	19	2	4	1	4	1000
1	4	1	19	2	4	1	11	1000
1	4	1	19	2	4	1	10	1000
1	4	1	19	2	4	1	9	1000
1	4	1	19	2	4	1	8	1000
1	4	1	19	2	4	1	15	1000
1	4	1	19	2	4	1	14	1000
1	4	1	19	2	4	1	13	1000
1	4	1	19	2	4	1	12	1000
1	4	1	19	2	4	1	19	1000
1	4	1	19	2	4	1	18	1000
1	4	1	19	2	4	1	17	1000
1	4	1	19	2	4	1	16	1000
1	4	1	19	3	4	1	4	1000
1	4	1	19	3	4	1	5	1000
1	4	1	19	3	4	1	6	1000
1	4	1	19	3	4	1	7	1000
1	4	1	19	3	4	1	0	1000
1	4	1	19	3	4	1	1	1000
1	4	1	19	3	4	1	2	1000
1	4	1	19	3	4	1	3	1000
1	4	1	19	3	4	1	12	1000
1	4	1	19	3	4	1	13	1000
1	4	1	19	3	4	1	14	1000
1	4	1	19	3	4	1	15	1000
1	4	1	19	3	4	1	8	1000
1	4	1	19	3	4	1	9	1000
1	4	1	19	3	4	1	10	1000
1	4	1	19	3	4	1	11	1000
1	4	1	18	3	4	1	16	1000
1	4	1	18	3	4	1	17	1000
1	4	1	18	3	4	1	18	1000
1	4	1	18	3	4	1	19	1000
1	4	1	18	1	4	1	1	1000
1	4	1	18	1	4	1	0	1000
1	4	1	18	1	4	1	3	1000
1	4	1	18	1	4	1	2	1000
1	4	1	18	1	4	1	5	1000
1	4	1	18	1	4	1	4	1000
1	4	1	18	1	4	1	7	1000
1	4	1	18	1	4	1	6	1000
1	4	1	18	1	4	1	9	1000
1	4	1	18	1	4	1	8	1000
1	4	1	18	1	4	1	11	1000
1	4	1	18	1	4	1	10	1000
1	4	1	18	1	4	1	13	1000
1	4	1	18	1	4	1	12	1000
1	4	1	18	1	4	1	15	1000
1	4	1	18	1	4	1	14	1000
1	4	1	18	1	4	1	17	1000
1	4	1	18	1	4	1	16	1000
1	4	1	18	1	4	1	19	1000
1	4	1	18	1	4	1	18	-1000
1	4	1	18	2	4	1	3	1000
1	4	1	18	2	4	1	2	1000
1	4	1	18	2	4	1	1	1000
1	4	1	18	2	4	1	0	1000
1	4	1	18	2	4	1	7	1000
1	4	1	18	2	4	1	6	1000
1	4	1	18	2	4	1	5	1000
1	4	1	18	2	4	1	4	1000
1	4	1	18	2	4	1	11	1000
1	4	1	18	2	4	1	10	1000
1	4	1	18	2	4	1	9	1000
1	4	1	18	2	4	1	8	1000
1	4	1	18	2	4	1	15	1000
1	4	1	18	2	4	1	14	1000
1	4	1	18	2	4	1	13	1000
1	4	1	18	2	4	1	12	1000
1	4	1	18	2	4	1	19	1000
1	4	1	18	2	4	1	18	1000
1	4	1	18	2	4	1	17	1000
1	4	1	18	2	4	1	16	1000
1	4	1	18	3	4	1	4	1000
1	4	1	18	3	4	1	5	1000
1	4	1	18	3	4	1	6	1000
1	4	1	18	3	4	1	7	1000
1	4	1	18	3	4	1	0	1000
1	4	1	18	3	4	1	1	1000
1	4	1	18	3	4	1	2	1000
1	4	1	18	3	4	1	3	1000
1	4	1	18	3	4	1	12	1000
1	4	1	18	3	4	1	13	1000
1	4	1	18	3	4	1	14	1000
1	4	1	18	3	4	1	15	1000
1	4	1	18	3	4	1	8	1000
1	4	1	18	3	4	1	9	1000
1	4	1	18	3	4	1	10	1000
1	4	1	18	3	4	1	11	1000
1	2	1	1	2	4	1	3	-2000
1	2	1	1	1	2	1	1	1002
1	2	1	1	2	3	1	3	-2000
1	2	1	0	1	4	1	0	1000
1	2	1	0	2	4	1	2	-2000
1	2	1	0	1	2	1	0	2
1	2	1	0	1	3	1	0	1000
1	2	1	0	2	3	1	2	-2000
1	2	1	3	2	3	1	5	-2000
1	2	1	3	2	4	1	5	-2000
1	2	1	3	1	2	1	3	1002
1	2	1	2	2	3	1	4	-2000
1	2	1	2	2	4	1	4	-2000
1	2	1	2	1	2	1	2	1002
2	3	1	3	2	4	1	3	1000
2	3	1	3	3	4	1	4	-2000
2	3	1	3	2	3	1	3	2001
1	2	1	5	2	3	1	7	-2000
1	2	1	5	2	4	1	7	-2000
1	2	1	5	1	2	1	5	1002
2	3	1	2	3	4	1	4	-2000
2	3	1	2	2	4	1	2	1000
2	3	1	2	2	3	1	2	2002
1	2	1	4	2	3	1	6	-2000
1	2	1	4	2	4	1	6	-2000
1	2	1	4	1	2	1	4	1002
2	3	1	1	3	4	1	3	-2000
2	3	1	1	2	3	1	1	1002
1	2	1	7	2	3	1	9	-2000
1	2	1	7	2	4	1	9	-2000
1	2	1	7	1	2	1	7	1002
2	3	1	0	3	4	1	2	-2000
2	3	1	0	2	3	1	0	1002
1	2	1	6	2	3	1	8	-2000
1	2	1	6	2	4	1	8	-2000
1	2	1	6	1	2	1	6	1002
3	4	1	4	3	4	1	16	1000
3	4	1	4	3	4	1	17	1000
3	4	1	4	3	4	1	18	1000
3	4	1	4	3	4	1	19	1000
3	4	1	4	1	4	1	1	1000
3	4	1	4	1	4	1	0	1000
3	4	1	4	1	4	1	3	1000
3	4	1	4	1	4	1	2	1000
3	4	1	4	1	4	1	5	1000
3	4	1	4	1	4	1	4	1000
3	4	1	4	1	4	1	7	1000
3	4	1	4	1	4	1	6	1000
3	4	1	4	1	4	1	9	1000
3	4	1	4	1	4	1	8	1000
3	4	1	4	1	4	1	11	1000
3	4	1	4	1	4	1	10	1000
3	4	1	4	1	4	1	13	1000
3	4	1	4	1	4	1	12	1000
3	4	1	4	1	4	1	15	1000
3	4	1	4	1	4	1	14	1000
3	4	1	4	1	4	1	17	1000
3	4	1	4	1	4	1	16	1000
3	4	1	4	1	4	1	19	1000
3	4	1	4	1	4	1	18	1000
3	4	1	4	2	4	1	3	1000
3	4	1	4	2	4	1	2	1000
3	4	1	4	2	4	1	1	1000
3	4	1	4	2	4	1	0	1000
3	4	1	4	2	4	1	7	1000
3	4	1	4	2	4	1	6	1000
3	4	1	4	2	4	1	5	1000
3	4	1	4	2	4	1	4	1000
3	4	1	4	2	4	1	11	1000
3	4	1	4	2	4	1	10	1000
3	4	1	4	2	4	1	9	1000
3	4	1	4	2	4	1	8	1000
3	4	1	4	2	4	1	15	1000
3	4	1	4	2	4	1	14	1000
3	4	1	4	2	4	1	13	1000
3	4	1	4	2	4	1	12	1000
3	4	1	4	2	4	1	19	1000
3	4	1	4	2	4	1	18	1000
3	4	1	4	2	4	1	17	1000
3	4	1	4	2	4	1	16	1000
3	4	1	4	3	4	1	4	1006
3	4	1	4	3	4	1	5	1000
3	4	1	4	3	4	1	6	1000
3	4	1	4	3	4	1	7	1000
3	4	1	4	3	4	1	0	1000
3	4	1	4	3	4	1	1	1000
3	4	1	4	3	4	1	2	1000
3	4	1	4	3	4	1	3	1000
3	4	1	4	3	4	1	12	1000
3	4	1	4	3	4	1	13	1000
3	4	1	4	3	4	1	14	1000
3	4	1	4	3	4	1	15	1000
3	4	1	4	3	4	1	8	1000
3	4	1	4	3	4	1	9	1000
3	4	1	4	3	4	1	10	1000
3	4	1	4	3	4	1	11	1000
2	3	1	7	2	3	1	7	2001
2	3	1	7	2	4	1	7	1000
2	3	1	7	3	4	1	8	-2000
1	2	1	9	1	2	1	9	1000
1	2	1	9	2	3	1	9	-2000
1	2	1	9	2	4	1	9	-2000
3	4	1	5	3	4	1	16	1000
3	4	1	5	3	4	1	17	1000
3	4	1	5	3	4	1	18	1000
3	4	1	5	3	4	1	19	1000
3	4	1	5	1	4	1	1	1000
3	4	1	5	1	4	1	0	1000
3	4	1	5	1	4	1	3	1000
3	4	1	5	1	4	1	2	1000
3	4	1	5	1	4	1	5	1000
3	4	1	5	1	4	1	4	1000
3	4	1	5	1	4	1	7	1000
3	4	1	5	1	4	1	6	1000
3	4	1	5	1	4	1	9	1000
3	4	1	5	1	4	1	8	1000
3	4	1	5	1	4	1	11	1000
3	4	1	5	1	4	1	10	1000
3	4	1	5	1	4	1	13	1000
3	4	1	5	1	4	1	12	1000
3	4	1	5	1	4	1	15	1000
3	4	1	5	1	4	1	14	1000
3	4	1	5	1	4	1	17	1000
3	4	1	5	1	4	1	16	1000
3	4	1	5	1	4	1	19	1000
3	4	1	5	1	4	1	18	1000
3	4	1	5	2	4	1	3	1000
3	4	1	5	2	4	1	2	1000
3	4	1	5	2	4	1	1	1000
3	4	1	5	2	4	1	0	1000
3	4	1	5	2	4	1	7	1000
3	4	1	5	2	4	1	6	1000
3	4	1	5	2	4	1	5	1000
3	4	1	5	2	4	1	4	1000
3	4	1	5	2	4	1	11	1000
3	4	1	5	2	4	1	10	1000
3	4	1	5	2	4	1	9	1000
3	4	1	5	2	4	1	8	1000
3	4	1	5	2	4	1	15	1000
3	4	1	5	2	4	1	14	1000
3	4	1	5	2	4	1	13	1000
3	4	1	5	2	4	1	12	1000
3	4	1	5	2	4	1	19	1000
3	4	1	5	2	4	1	18	1000
3	4	1	5	2	4	1	17	1000
3	4	1	5	2	4	1	16	1000
3	4	1	5	3	4	1	4	1000
3	4	1	5	3	4	1	5	1007
3	4	1	5	3	4	1	6	1000
3	4	1	5	3	4	1	7	1000
3	4	1	5	3	4	1	0	1000
3	4	1	5	3	4	1	1	1000
3	4	1	5	3	4	1	2	1000
3	4	1	5	3	4	1	3	1000
3	4	1	5	3	4	1	12	1000
3	4	1	5	3	4	1	13	1000
3	4	1	5	3	4	1	14	1000
3	4	1	5	3	4	1	15	1000
3	4	1	5	3	4	1	8	1000
3	4	1	5	3	4	1	9	1000
3	4	1	5	3	4	1	10	1000
3	4	1	5	3	4	1	11	1000
2	3	1	6	2	3	1	6	2001
2	3	1	6	3	4	1	7	-2000
2	3	1	6	2	4	1	6	1000
1	2	1	8	1	2	1	8	1000
1	2	1	8	2	3	1	8	-2000
1	2	1	8	2	4	1	8	-2000
2	3	1	5	2	3	1	5	2001
2	3	1	5	3	4	1	6	-2000
2	3	1	5	2	4	1	5	1000
3	4	1	6	3	4	1	16	1000
3	4	1	6	3	4	1	17	1000
3	4	1	6	3	4	1	18	1000
3	4	1	6	3	4	1	19	1000
3	4	1	6	1	4	1	1	1000
3	4	1	6	1	4	1	0	1000
3	4	1	6	1	4	1	3	1000
3	4	1	6	1	4	1	2	1000
3	4	1	6	1	4	1	5	1000
3	4	1	6	1	4	1	4	1000
3	4	1	6	1	4	1	7	1000
3	4	1	6	1	4	1	6	1000
3	4	1	6	1	4	1	9	1000
3	4	1	6	1	4	1	8	1000
3	4	1	6	1	4	1	11	1000
3	4	1	6	1	4	1	10	1000
3	4	1	6	1	4	1	13	1000
3	4	1	6	1	4	1	12	1000
3	4	1	6	1	4	1	15	1000
3	4	1	6	1	4	1	14	1000
3	4	1	6	1	4	1	17	1000
3	4	1	6	1	4	1	16	1000
3	4	1	6	1	4	1	19	1000
3	4	1	6	1	4	1	18	1000
3	4	1	6	2	4	1	3	1000
3	4	1	6	2	4	1	2	1000
3	4	1	6	2	4	1	1	1000
3	4	1	6	2	4	1	0	1000
3	4	1	6	2	4	1	7	1000
3	4	1	6	2	4	1	6	1000
3	4	1	6	2	4	1	5	1000
3	4	1	6	2	4	1	4	1000
3	4	1	6	2	4	1	11	1000
3	4	1	6	2	4	1	10	1000
3	4	1	6	2	4	1	9	1000
3	4	1	6	2	4	1	8	1000
3	4	1	6	2	4	1	15	1000
3	4	1	6	2	4	1	14	1000
3	4	1	6	2	4	1	13	1000
3	4	1	6	2	4	1	12	1000
3	4	1	6	2	4	1	19	1000
3	4	1	6	2	4	1	18	1000
3	4	1	6	2	4	1	17	1000
3	4	1	6	2	4	1	16	1000
3	4	1	6	3	4	1	4	1000
3	4	1	6	3	4	1	5	1000
3	4	1	6	3	4	1	6	1001
3	4	1	6	3	4	1	7	1000
3	4	1	6	3	4	1	0	1000
3	4	1	6	3	4	1	1	1000
3	4	1	6	3	4	1	2	1000
3	4	1	6	3	4	1	3	1000
3	4	1	6	3	4	1	12	1000
3	4	1	6	3	4	1	13	1000
3	4	1	6	3	4	1	14	1000
3	4	1	6	3	4	1	15	1000
3	4	1	6	3	4	1	8	1000
3	4	1	6	3	4	1	9	1000
3	4	1	6	3	4	1	10	1000
3	4	1	6	3	4	1	11	1000
1	2	1	11	1	2	1	11	1000
1	2	1	11	2	3	1	11	-2000
1	2	1	11	2	4	1	11	-2000
2	3	1	4	3	4	1	5	-2000
2	3	1	4	2	3	1	4	2001
2	3	1	4	2	4	1	4	1000
3	4	1	7	3	4	1	16	1000
3	4	1	7	3	4	1	17	1000
3	4	1	7	3	4	1	18	1000
3	4	1	7	3	4	1	19	1000
3	4	1	7	1	4	1	1	1000
3	4	1	7	1	4	1	0	1000
3	4	1	7	1	4	1	3	1000
3	4	1	7	1	4	1	2	1000
3	4	1	7	1	4	1	5	1000
3	4	1	7	1	4	1	4	1000
3	4	1	7	1	4	1	7	1000
3	4	1	7	1	4	1	6	1000
3	4	1	7	1	4	1	9	1000
3	4	1	7	1	4	1	8	1000
3	4	1	7	1	4	1	11	1000
3	4	1	7	1	4	1	10	1000
3	4	1	7	1	4	1	13	1000
3	4	1	7	1	4	1	12	1000
3	4	1	7	1	4	1	15	1000
3	4	1	7	1	4	1	14	1000
3	4	1	7	1	4	1	17	1000
3	4	1	7	1	4	1	16	1000
3	4	1	7	1	4	1	19	1000
3	4	1	7	1	4	1	18	1000
3	4	1	7	2	4	1	3	1000
3	4	1	7	2	4	1	2	1000
3	4	1	7	2	4	1	1	1000
3	4	1	7	2	4	1	0	1000
